408 1 5
408 1 6
1778 1 5
1778 1 6
1778 1 5
1778 1 6
1778 1 5
1778 1 6
1778 1 5
1778 1 6
3748 1 5
3748 1 6
1410 1 5
1410 1 6
1410 1 5
6961 1 5
6961 1 2
6961 1 28
6961 1 4
6961 1 27
6961 1 1
6961 1 22
6961 1 26
6961 1 13
6961 1 13
6961 1 25
6961 1 11
6961 1 5
6961 1 6
6961 1 5
6961 1 6
6961 1 5
6961 1 6
7365 1 5
7365 1 0
7365 1 6
7365 1 5
7365 1 6
7365 1 28
7365 1 4
7365 1 11
7365 1 5
7365 1 6
4501 1 5
4501 1 6
4501 1 9
4501 1 8
4501 1 16
4501 1 2
4501 1 28
4501 1 4
4501 1 11
6528 1 5
6528 1 0
6528 1 6
6528 1 5
6528 1 6
6528 1 5
6528 1 6
6273 1 5
6273 1 5
6273 1 6
3271 1 5
3271 1 6
3271 1 5
3271 1 6
4383 1 6
2597 1 17
2597 1 17
2597 1 17
2597 1 17
1165 1 6
7238 1 5
7238 1 6
5964 1 17
5964 1 17
159 1 5
159 1 0
159 1 6
7471 1 17
7471 1 17
6018 1 17
2364 1 6
2364 1 10
1888 1 5
1888 1 6
7413 1 6
3718 1 6
3718 1 6
6590 1 5
6590 1 6
258 1 5
258 1 6
4936 1 5
4936 1 0
4936 1 6
4529 1 5
4529 1 6
2149 1 5
2149 1 6
2149 1 5
1733 1 5
1733 1 0
1733 1 2
1733 1 28
1733 1 4
1733 1 27
1733 1 1
1733 1 22
1733 1 26
1733 1 13
1733 1 25
1733 1 11
1733 1 5
1733 1 6
1733 1 6
7269 1 5
7269 1 6
4605 1 9
4605 1 8
4605 1 16
4605 1 2
4605 1 28
4605 1 4
4605 1 11
4605 1 9
4605 1 8
4605 1 16
4605 1 2
4605 1 28
4605 1 4
4605 1 11
4605 1 9
4605 1 8
4605 1 16
4605 1 2
4605 1 28
4605 1 4
4605 1 11
269 1 5
269 1 6
269 1 5
269 1 6
471 1 5
471 1 6
5002 1 5
5002 1 6
1151 1 5
1151 1 6
1447 1 5
1447 1 6
1447 1 5
1447 1 6
6249 1 5
6249 1 6
6249 1 5
6249 1 6
5357 1 5
5357 1 5
5357 1 6
5357 1 5
2607 1 5
2607 1 6
2220 1 5
2220 1 6
2220 1 5
2220 1 0
2220 1 6
2220 1 5
2220 1 6
1059 1 5
1059 1 0
1059 1 6
1843 1 6
1358 1 5
1358 1 6
1358 1 5
3977 1 17
454 1 5
4031 1 5
4031 1 6
